Force (N)_mean,Force (N)_std,Force (N)_min,Force (N)_max,Current (A)_mean,Current (A)_std,Current (A)_min,Current (A)_max,Pressure (PSI),Welding Time (ms),Angle (Deg),Thickness A (mm),Thickness B (mm),Welding_Time_Total
114.49111111111112,0.11857955604196971,114.32,114.68,2923.2077777777777,723.7372496938683,1187.59,3519.55,80,800,0,0.629,0.641,7200
114.39999999999999,0.05830951894845648,114.29,114.45,2828.222222222222,759.7589479364126,1044.25,3624.99,80,800,0,0.637,0.622,7200
114.425,0.026726124191243712,114.38,114.45,2700.36375,784.5927594243217,965.52,3430.46,80,800,0,0.634,0.639,6400
114.66111111111111,0.030595932917818223,114.62,114.71,2747.3366666666666,767.6249843022309,1050.82,3467.36,80,800,0,0.636,0.648,7200
114.41666666666667,0.13738631664034856,114.26,114.64,2845.875555555556,654.8730765597086,1416.15,3576.27,80,800,0,0.639,0.635,7200
104.99285714285715,0.3281114793132662,104.4,105.32,3171.5414285714287,524.8233680782063,2502.83,3964.48,80,600,0,0.62,0.622,4200
104.3,0.2841947688939151,103.95,104.74,3262.4728571428573,648.6539016998788,1990.68,4029.03,80,600,0,0.623,0.616,4200
104.06857142857143,0.12615183595290372,103.97,104.29,2953.695714285714,621.4959505059047,2161.35,3842.87,80,600,0,0.624,0.619,4200
104.795,0.21323695739716378,104.47,105.0,2790.066666666667,596.5191429171964,1720.99,3340.54,80,600,0,0.618,0.622,3600
105.54571428571428,0.36207076393328824,105.04,106.11,2854.5042857142857,537.5889870479473,1971.58,3411.86,80,600,0,0.614,0.619,4200
107.84500000000001,0.1122051692213929,107.66,107.98,2538.27,678.091878464858,1308.85,3183.95,80,600,0,0.618,0.619,3600
107.67571428571429,0.026992062325277965,107.65,107.73,2665.595714285714,439.62027235092876,2071.97,3319.36,80,600,0,0.62,0.62,4200
107.80285714285715,0.08976158898516864,107.67,107.91,2847.7000000000003,487.8008697545887,1904.13,3542.44,80,600,0,0.616,0.618,4200
107.86285714285714,0.018898223650465187,107.84,107.9,2583.0414285714287,534.2448219193324,1816.29,3348.25,80,600,0,0.62,0.612,4200
107.72857142857143,0.1096096971726778,107.57,107.84,2440.434285714286,673.2485875429456,1374.24,3194.19,80,600,0,0.616,0.617,4200
107.70142857142856,0.026726124191236617,107.67,107.74,2749.8414285714284,500.36905637834207,1748.75,3224.74,80,600,0,0.623,0.615,4200
107.43571428571428,0.09449111825230594,107.37,107.61,2645.5485714285714,583.9308490859906,1724.98,3432.96,80,600,0,0.638,0.635,4200
107.21714285714286,0.0488924962594037,107.15,107.28,2577.175714285714,524.2666526637358,1745.79,3171.5,80,600,0,0.647,0.629,4200
107.34857142857143,0.06256425268702419,107.27,107.45,2593.002857142857,519.60519665461,1579.23,3081.83,80,600,0,0.625,0.634,4200
107.69142857142857,0.12401996767034713,107.52,107.87,2449.3328571428574,722.733000854264,1337.45,3192.58,80,600,0,0.642,0.646,4200
107.55285714285715,0.06264031867583247,107.48,107.64,2755.1,540.642133115798,1855.64,3371.8,80,600,0,0.623,0.623,4200
108.03285714285714,0.12188988004401005,107.79,108.14,2719.4985714285717,448.2171066357826,1996.72,3295.96,80,600,0,0.615,0.622,4200
108.29857142857144,0.08254868693253538,108.15,108.37,2293.655714285714,842.6773859522029,927.35,3206.55,80,600,0,0.618,0.628,4200
