Sample ID,Pressure (PSI),Welding Time (ms),Angle (Deg),Force (N),Current (A),Thickness A (mm),Thickness B (mm),Material,PullTest (N),NuggetDiameter (mm),Category,Comments
475,60,1200,0,98.19,3462.4,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.17,3287.6,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
475,60,1200,0,98.15,3311.58,0.619,0.624,AISI 1010 carbon steel,3000.7,3.64,Good,
489,60,1200,0,98.49,2658.13,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.45,3010.69,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.48,3188.26,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.51,3705.24,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.53,3413.87,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.44,3308.46,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.35,3430.96,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.26,3576.75,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.22,3024.94,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.18,2984.87,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.14,2950.68,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
489,60,1200,0,98.09,2944.84,0.625,0.624,AISI 1010 carbon steel,2054.5,3.55,Explode,
